storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
e0644cca-3711-444f-ba22-22e701d18fa9-c,"The bride and groom walked down the aisle. —— HasPrerequisite: marry man, wear white, get dress —— Causes: bride to wear white, get marry, groom to follow suit.","The were finally married. —— HasPrerequisite: marry couple, have sex, spouse —— Causes: marriage, divorce, stress.","The wedding was at the country club. —— HasPrerequisite: get dress, dress up, dress warmly —— Causes: you get to wear tuxedo, you get to see bride, you get to wear white.","When the bride threw her bouquet, her best friend caught it. —— HasPrerequisite: buy it, play game, laugh —— Causes: happiness, laughter, sadness.","Her best friend felt angry. —— HasPrerequisite: yell at him, yell at someone, anger —— Causes: you feel sad, fight, hurt.",0
e0644cca-3711-444f-ba22-22e701d18fa9-c,"The bride and groom walked down the aisle. —— HasPrerequisite: marry man, wear white, get dress —— Causes: bride to wear white, get marry, groom to follow suit.","The were finally married. —— HasPrerequisite: marry couple, have sex, spouse —— Causes: marriage, divorce, stress.","The wedding was at the country club. —— HasPrerequisite: get dress, dress up, dress warmly —— Causes: you get to wear tuxedo, you get to see bride, you get to wear white.","When the bride threw her bouquet, her best friend caught it. —— HasPrerequisite: buy it, play game, laugh —— Causes: happiness, laughter, sadness.","Her best friend felt angry. —— HasPrerequisite: yell at him, yell at someone, anger —— Causes: you feel sad, fight, hurt.",1
cd4c6628-e2b1-4959-afaf-e3008821b177-c,"The two elderly ladies chatted as they ate lunch in the park. —— HasPrerequisite: park lot, go outdoors, park —— Causes: conversation, conversation with friend, conversation be enjoyable.","One of them brought out a basket and set the food out on the table. —— HasPrerequisite: table, set table, bring table —— Causes: table to fall over, table to fall, eat dinner.","They talked and ate happily until they began to argue about something. —— HasPrerequisite: talk to another person, talk to someone, talk to each other —— Causes: laughter, them to laugh, happiness.","One of them threw a piece of cake at the other, starting a food fight. —— HasPrerequisite: throw food at each other, throw food at them, throw object —— Causes: someone to get hurt, other to get upset, other to get angry.","The police had to come to break up the argument. —— HasPrerequisite: weapon, go to jail, arrest person —— Causes: arrest, get arrest, arrest or arrest.",1
cd4c6628-e2b1-4959-afaf-e3008821b177-c,"The two elderly ladies chatted as they ate lunch in the park. —— HasPrerequisite: park lot, go outdoors, park —— Causes: conversation, conversation with friend, conversation be enjoyable.","One of them brought out a basket and set the food out on the table. —— HasPrerequisite: table, set table, bring table —— Causes: table to fall over, table to fall, eat dinner.","They talked and ate happily until they began to argue about something. —— HasPrerequisite: talk to another person, talk to someone, talk to each other —— Causes: laughter, them to laugh, happiness.","One of them threw a piece of cake at the other, starting a food fight. —— HasPrerequisite: throw food at each other, throw food at them, throw object —— Causes: someone to get hurt, other to get upset, other to get angry.","The police had to come to break up the argument. —— HasPrerequisite: weapon, go to jail, arrest person —— Causes: arrest, get arrest, arrest or arrest.",0
7ac29522-a873-4083-832c-cf8fbbf3d1dd-c,"Kara lost her dog yesterday. —— HasPrerequisite: have dog, dog, buy dog —— Causes: loss of dog, you will miss her, loss of friend.","She freaked out. —— HasPrerequisite: go to doctor, get gun, get knife —— Causes: you have to call 911, you have to go to hospital, you get hurt.","Frantic, Kara looked all over town for it. —— HasPrerequisite: have hair, wear shoe, get some sleep —— Causes: you to feel sad, you to feel sick, you to be sick.","Finally she found the dog in her neighbor's yard. —— HasPrerequisite: go outside, get car, find house —— Causes: grass, lawn, garden.","Kara asked the neighbors not to put out dog treats in their yard. —— HasPrerequisite: go outside, go to yard, dog —— Causes: dog food, you will see dog, dog.",1
7ac29522-a873-4083-832c-cf8fbbf3d1dd-c,"Kara lost her dog yesterday. —— HasPrerequisite: have dog, dog, buy dog —— Causes: loss of dog, you will miss her, loss of friend.","She freaked out. —— HasPrerequisite: go to doctor, get gun, get knife —— Causes: you have to call 911, you have to go to hospital, you get hurt.","Frantic, Kara looked all over town for it. —— HasPrerequisite: have hair, wear shoe, get some sleep —— Causes: you to feel sad, you to feel sick, you to be sick.","Finally she found the dog in her neighbor's yard. —— HasPrerequisite: go outside, get car, find house —— Causes: grass, lawn, garden.","Kara asked the neighbors not to put out dog treats in their yard. —— HasPrerequisite: go outside, go to yard, dog —— Causes: dog food, you will see dog, dog.",0
44b83c91-61e5-48e1-aa8b-a4712e3b837a-c,"The harpooner struck the whale, which thrashed and began its run. —— HasPrerequisite: get your tool, get car, be fast —— Causes: water to pour from sky, it to run, water to drip.","For a few minutes, all was well, but then the whale sounded deep. —— HasPrerequisite: time, whale, go to whale —— Causes: whale to come out, whale to become extinct, whale to be far.","The line could not pay out fast enough, and the bow dipped deep. —— HasPrerequisite: use bow, have bow, buy bow —— Causes: you get more bow, you get money, more bow.","The boat slipped below the waves, and did not come back up. —— HasPrerequisite: have boat, use scuba equipment, get boat —— Causes: it sink, water to rise, accident.","The harpooner went down with the ship. —— HasPrerequisite: have gun, have boat, wind —— Causes: it sink, death, life.",1
44b83c91-61e5-48e1-aa8b-a4712e3b837a-c,"The harpooner struck the whale, which thrashed and began its run. —— HasPrerequisite: get your tool, get car, be fast —— Causes: water to pour from sky, it to run, water to drip.","For a few minutes, all was well, but then the whale sounded deep. —— HasPrerequisite: time, whale, go to whale —— Causes: whale to come out, whale to become extinct, whale to be far.","The line could not pay out fast enough, and the bow dipped deep. —— HasPrerequisite: use bow, have bow, buy bow —— Causes: you get more bow, you get money, more bow.","The boat slipped below the waves, and did not come back up. —— HasPrerequisite: have boat, use scuba equipment, get boat —— Causes: it sink, water to rise, accident.","The harpooner went down with the ship. —— HasPrerequisite: have gun, have boat, wind —— Causes: it sink, death, life.",0
f82aee98-72da-4a92-b898-d4d362101498-c,"We left North Carolina the day after Christmas and drove to Florida. —— HasPrerequisite: drive to florida, drive, drive all night —— Causes: global thermonuclear war, global warm, cold.","It was a long drive and we couldn't wait to get there. —— HasPrerequisite: go on walk, go to sleep, time —— Causes: change, time, we be long.","We spent time with family and went to Disney World. —— HasPrerequisite: buy disneyland ticket, disneyland, disney world —— Causes: we d, we d in disneyland, we d in.","We spent an entire day in the Magic Kingdom. —— HasPrerequisite: make sure we have everything we need, make sure we have enough food, make sure we have enough magic —— Causes: we d, global warm, destroy.","After that, we went home and peacefully slept. —— HasPrerequisite: go to mall, go to park, go somewhere —— Causes: fun, you get to go home, you get to see world.",1
f82aee98-72da-4a92-b898-d4d362101498-c,"We left North Carolina the day after Christmas and drove to Florida. —— HasPrerequisite: drive to florida, drive, drive all night —— Causes: global thermonuclear war, global warm, cold.","It was a long drive and we couldn't wait to get there. —— HasPrerequisite: go on walk, go to sleep, time —— Causes: change, time, we be long.","We spent time with family and went to Disney World. —— HasPrerequisite: buy disneyland ticket, disneyland, disney world —— Causes: we d, we d in disneyland, we d in.","We spent an entire day in the Magic Kingdom. —— HasPrerequisite: make sure we have everything we need, make sure we have enough food, make sure we have enough magic —— Causes: we d, global warm, destroy.","After that, we went home and peacefully slept. —— HasPrerequisite: go to mall, go to park, go somewhere —— Causes: fun, you get to go home, you get to see world.",0
fee44088-f58d-4ef9-93dc-cffe69f03d77-c,"Mary and Emma drove to the beach. —— HasPrerequisite: drive car, get car, drive —— Causes: sunburn, get wet, get sunburn.","They decided to swim in the ocean. —— HasPrerequisite: go to beach, salt, water —— Causes: pollution, travel, relax.","Mary turned to talk to Emma. —— HasPrerequisite: marry her, have hair, marry mary —— Causes: have baby, you feel sad, you get fat.","Emma said to watch out for the waves. —— HasPrerequisite: wave, have hair, wave to person —— Causes: wave, water to rise, water to rise up.","The ocean was a calm as a bathtub. —— HasPrerequisite: have bathtub, use bathtub, go to ocean —— Causes: drown, you get wet, swim.",0
