text,emotionlist
I was trying to find a place to park downtown.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Everything was taken except for one spot.,"[u'joy', u'sadness', u'anticipation', u'surprise']"
I was terrible at parallel parking but gave it a try.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Surprisingly enough I did a good job.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Now I'm more confident about it and do it more often.,"[u'trust', u'joy', u'anticipation', u'surprise']"
It was summer and Amy had just finished 6th grade.,[]
She felt like she was an adult so she made cup of coffee.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'fear', u'trust']"
Her mother took the coffee from her because she was too young.,"[u'anger', u'surprise', u'fear', u'anticipation', u'sadness']"
Amy was upset her mother was treating her like a kid.,"[u'anger', u'surprise', u'sadness', u'disgust']"
"She stomped to her room, and slammed the door.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Anna had an essay to write for class.,"[u'anger', u'sadness', u'anticipation', u'fear', u'disgust']"
She had to choose her own topic.,"[u'joy', u'fear', u'anticipation', u'surprise']"
Finally she decided on marine life.,"[u'trust', u'joy', u'fear', u'anticipation']"
She wrote about the Great Barrier Reef.,"[u'joy', u'anticipation', u'surprise']"
She got a great grade on the essay!,"[u'joy', u'anticipation', u'surprise']"
Ivan walked through a park and found an old camera.,[]
There were still 6 shots left on the roll.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Ivan took a few landscapes and some of himself.,"[u'joy', u'anticipation', u'surprise']"
He put the camera back where he found it.,"[u'trust', u'joy', u'anticipation']"
Ivan thought the owner will enjoy his addition.,"[u'anticipation', u'joy', u'anger', u'surprise', u'fear', u'trust']"
Jim was really hungry.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
But he only wanted to eat pasta.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
So he searched for an Italian restaurant.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
But it was over 10 miles away.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"Halfway there, he decided to just get a hamburger.","[u'anger', u'sadness', u'disgust']"
I played the clarinet for a year.,"[u'anticipation', u'joy', u'trust']"
One time I got to play during a football game.,"[u'anticipation', u'joy', u'trust', u'surprise']"
We had the music attached to the instrument.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
We played the same song for every touchdown.,"[u'joy', u'trust', u'surprise']"
It was a great way to support the team.,"[u'trust', u'joy', u'anticipation', u'surprise']"
"Stacey was only twelve, but she wanted to earn money by babysitting.","[u'anticipation', u'joy', u'trust', u'surprise']"
Her parents decided to let her find work if she could be responsible.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
She decided to show she was responsible by making dinner for them.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Unfortunately, she burned the food and it nearly caught on fire!","[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Stacey's parents decided not to let her babysit yet.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Jim had two finals and a paper due tomorrow.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He planned his day carefully.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
He stocked up on mountain dew and started to work.,"[u'anticipation', u'joy', u'fear', u'trust']"
He made progress on all three items.,"[u'joy', u'trust']"
He finally fell asleep two hours before his first final.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'fear', u'trust']"
Steve woke up in the middle of the night in a panic.,"[u'surprise', u'fear']"
There was a loud crack in the distance.,"[u'surprise', u'fear', u'sadness']"
He could hear pellets of rain slamming into his roof.,"[u'surprise', u'fear', u'anticipation']"
"Hurriedly, Steve rushed to the TV and turned on the weather channel.","[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
He breathed a sigh of relief as he saw the hurricane would end soon.,"[u'trust', u'surprise', u'fear', u'anticipation', u'joy']"
Franny and her family were attending the state fair for the weekend.,[]
It would take several hours to get there.,"[u'anger', u'joy', u'sadness', u'anticipation', u'disgust']"
They had entered several contests.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Along the way Franny wondered if they would win any ribbons.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
They finally reached the fairgrounds in the early evening.,"[u'anticipation', u'joy', u'disgust', u'surprise', u'fear', u'trust']"
Joey prayed for snow so school would close for the day.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
He was ecstatic when the weatherman said a blizzard was coming.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
The blizzard hit and closed the school and roads.,"[u'joy', u'surprise']"
Joey heard that several people had died in the snowstorm.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Joey felt guilty about praying for a snow day.,"[u'surprise', u'sadness', u'anticipation', u'fear', u'disgust']"
My son's teachers that year were Mrs Pope and Mrs Ray.,[]
They were very sweet when we went to meet them.,"[u'anticipation', u'joy', u'trust']"
"Over the year, they became very attached to my son.","[u'anticipation', u'joy', u'fear', u'trust']"
They cried when we moved away.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
They hugged him and promised to keep in touch with him always.,"[u'anticipation', u'joy', u'sadness', u'trust', u'surprise']"
It was William's mom's birthday.,[]
William drove to the store to buy her a gift.,"[u'trust', u'joy', u'anticipation', u'surprise']"
He found a nice dvd player and bought it.,"[u'trust', u'joy', u'anticipation']"
William gave his mother the gift after their dinner.,"[u'anticipation', u'joy', u'trust', u'surprise']"
She was very happy and hugged her son.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Kay wanted to throw a dinner party.,"[u'trust', u'joy', u'anticipation']"
Her husband agreed and invited their friends.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Kay made sure everything was perfect!,"[u'trust', u'joy', u'anticipation', u'surprise']"
"The day after the party, all her friends called her.","[u'anticipation', u'joy', u'trust', u'surprise']"
They told her they had had a wonderful time!,"[u'joy', u'trust', u'surprise']"
Bess went wedding dress shopping.,[]
She went to four different shops.,"[u'anticipation', u'joy', u'trust', u'surprise']"
The first three had nothing.,"[u'anger', u'surprise', u'sadness', u'disgust']"
The fourth had options.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Bess finally said yes to the dress.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Callie wanted a new computer that was inexpensive.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
So she went to the store and bought a chromebook.,"[u'anticipation', u'joy', u'trust']"
She really liked the way the chromebook looked and worked.,"[u'joy', u'trust', u'surprise']"
Until she discovered it didn't have microsoft windows installed.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
She had no choice but to return it and get another computer.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Shannon was out of shampoo.,"[u'fear', u'anticipation', u'sadness', u'disgust']"
Her hair was so greasy!,"[u'anger', u'disgust']"
She went to the store but forgot to buy it.,"[u'anger', u'disgust']"
"Out of desperation, she used Mr Bubble.","[u'anger', u'joy', u'sadness', u'surprise']"
Her hair smelled like bubble gum.,"[u'anger', u'joy', u'trust', u'anticipation', u'surprise']"
Carl went with a friend to the carnival.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Together, they played a variety of games.","[u'trust', u'joy', u'anticipation']"
It wasn't long before they were worn out from all the activity.,"[u'joy', u'trust']"
"Because they were so tired, they decided to head home early.","[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
"On the way back, they reveled in the fun time that they enjoyed.","[u'anticipation', u'joy', u'trust', u'surprise']"
Jill was expecting a baby.,"[u'trust', u'joy', u'fear', u'anticipation']"
"She wanted Jake, her husband, to be present at the delivery.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"Jake was hesitant, but he finally agreed to be at the delivery.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Jake was a proud to be there with Jill when his daughter was born.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Jake passed out when the doctor asked him to cut the cord.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Johnny wants to find a way to cool down on a hot day.,"[u'anger', u'anticipation', u'disgust']"
He decides to go for a swim at the lake nearby his house.,"[u'joy', u'anticipation']"
Johnny packs his swimming trunks and bikes to the lake.,"[u'anticipation', u'joy', u'fear', u'trust']"
He spends the whole day swimming there.,[u'joy']
Johnny is glad he found a way to stay cool.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Bob and Jerry were coworkers at a tough job.,[]
"Every Friday after work, the pair went to the local bar for a drink.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
They decided they would love to work at a bar instead of their jobs.,"[u'anticipation', u'joy', u'sadness', u'trust']"
"Bob decided to start a bar, and hired Jerry to be his bartender.","[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
The two of them were much happier in their new job.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Sam was excited, the day was finally here.","[u'anticipation', u'joy', u'trust']"
"It was her wedding day, but she was still worried that was off.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"She realized at the last moment, she had never ordered a cake.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"She called everywhere, but no one could fulfill her request.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Sam decided that a wedding pie would have to suffice.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
"My cousin decided to pick me up, and take me to an event.","[u'anticipation', u'joy', u'trust', u'surprise']"
This event was at a swap shop store.,[]
"Many used items, including clothing and food, were up for sale.","[u'trust', u'joy', u'anticipation', u'surprise']"
I found a good deal on a pair of Nikes and decided to buy them.,"[u'anticipation', u'joy', u'anger', u'trust', u'surprise']"
My cousin and I came home with several things.,"[u'trust', u'joy', u'anticipation', u'surprise']"
David was walking home from school.,"[u'trust', u'joy', u'anticipation']"
And he passed by a car that was turned on with no on inside.,"[u'joy', u'anticipation', u'surprise']"
He had a sudden impulse to steal the car.,"[u'joy', u'fear', u'anticipation', u'sadness']"
"But at the last second, he decided not to.","[u'fear', u'anticipation', u'sadness', u'disgust']"
David ran away after seeing the owner exit his house.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Kinsey wished she had more money.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
"She had a job, but it didn't pay very much.","[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
She decided to look for a second job.,"[u'anger', u'sadness', u'fear']"
"Eventually, she found a second job at a grocery store.","[u'joy', u'anticipation']"
"Now, Kinsey has more money but wishes she had more time.","[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'trust']"
My wife cooked beans and franks the other day.,"[u'anticipation', u'joy', u'trust']"
She heated up a can of beans.,"[u'anticipation', u'joy', u'trust', u'surprise']"
She burned the dogs and had to cook them again.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
