,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
406,"Every Friday after work, the pair went to the local bar for a drink.",1,1,1,1,1,1,1,1
407,They decided they would love to work at a bar instead of their jobs.,0,1,0,0,1,1,0,1
408,"Bob decided to start a bar, and hired Jerry to be his bartender.",0,1,0,1,1,0,1,1
409,The two of them were much happier in their new job.,0,1,0,0,1,0,1,1
410,"Sam was excited, the day was finally here.",0,1,0,0,1,0,0,1
411,"It was her wedding day, but she was still worried that was off.",1,1,1,1,1,1,1,1
412,"She realized at the last moment, she had never ordered a cake.",1,1,1,1,0,1,1,0
413,"She called everywhere, but no one could fulfill her request.",1,1,1,1,0,1,1,0
414,Sam decided that a wedding pie would have to suffice.,1,1,1,0,1,1,1,1
415,"My cousin decided to pick me up, and take me to an event.",0,1,0,0,1,0,1,1
416,This event was at a swap shop store.,0,0,0,0,0,0,0,0
417,"Many used items, including clothing and food, were up for sale.",0,1,0,0,1,0,1,1
418,I found a good deal on a pair of Nikes and decided to buy them.,1,1,0,0,1,0,1,1
419,My cousin and I came home with several things.,0,1,0,0,1,0,1,1
420,David was walking home from school.,0,1,0,0,1,0,0,1
421,And he passed by a car that was turned on with no on inside.,0,1,0,0,1,0,1,0
422,He had a sudden impulse to steal the car.,0,1,0,1,1,1,0,0
423,"But at the last second, he decided not to.",0,1,1,1,0,1,0,0
424,David ran away after seeing the owner exit his house.,1,1,1,1,0,1,1,0
425,Kinsey wished she had more money.,0,1,1,1,1,1,1,1
426,"She had a job, but it didn't pay very much.",1,1,1,1,0,1,0,0
427,She decided to look for a second job.,1,0,0,1,0,1,0,0
428,"Eventually, she found a second job at a grocery store.",0,1,0,0,1,0,0,0
429,"Now, Kinsey has more money but wishes she had more time.",1,1,0,0,1,1,1,1
430,My wife cooked beans and franks the other day.,0,1,0,0,1,0,0,1
431,She heated up a can of beans.,0,1,0,0,1,0,1,1
432,She burned the dogs and had to cook them again.,1,1,1,0,0,1,1,0
433,We had a good meal.,1,1,0,1,1,1,1,1
434,I used to cook but am now disabled.,1,1,1,1,1,1,0,1
435,Tina was listening to a radio show.,1,1,1,0,1,1,1,1
436,The dj made a comment on a recent news event.,1,1,1,0,1,1,1,1
437,Tina was offended by the comment.,1,1,1,0,1,0,1,1
438,Tina turned off the radio.,1,1,1,1,1,1,1,1
439,She quit listening to the radio show.,1,0,1,0,0,0,1,0
440,While on her way to school Mary's backpack broke.,1,1,1,1,0,1,1,0
441,Her books fell all over the sidewalk.,1,1,1,1,1,1,1,1
442,She decided to go to the mall the next day.,1,1,1,0,0,1,0,0
443,While searching for a new bag she found a very beautiful one.,0,1,0,0,1,0,1,0
444,The new bag is much stronger and she receives many compliments.,0,1,0,0,1,0,0,1
445,Biscuit was a small dog at the shelter.,0,0,0,0,0,0,0,0
446,Everyday Biscuit hopped at the glass hoping to be chosen.,0,1,0,0,1,1,0,0
447,A little girl walked through the shelter.,0,1,1,1,1,1,0,1
448,The little girl pointed at Biscuit!,0,1,0,0,1,0,1,1
449,The little girl took Biscuit with her home!,0,1,0,0,1,0,1,1
450,The mail ran a little early.,0,0,0,0,0,0,0,0
451,I heard the knock at the door.,0,1,0,0,1,0,1,1
452,I ran to open it.,1,1,1,1,1,0,1,1
453,I was hoping my new makeup was here.,0,1,0,0,1,0,0,0
454,Instead it was a letter from my bank.,1,1,1,1,0,1,1,1
455,Tom didn't like dealing with shoe laces.,0,0,1,0,0,0,0,0
456,So he always bought shoes with Velcro straps.,0,0,0,0,1,0,0,0
457,People thought his shoes were weird.,0,0,1,0,1,0,1,0
458,So he bought shoes with typical laces.,0,1,1,1,1,1,1,1
459,But Tom felt more unhappy in the end.,1,0,1,0,0,1,1,0
460,Michelle got into the car with Jimmy.,0,0,0,0,0,0,0,0
461,They started driving around the block.,0,1,0,1,1,0,0,1
462,A song came on they both really liked.,0,1,0,0,1,0,1,1
463,Jimmy and Michelle sang along loudly with it.,0,1,0,0,1,0,1,1
464,"People on the street gave them strange looks, but they didn't care.",0,0,0,0,1,0,1,1
465,Alex and his son Cole walked to the theater to watch a movie.,0,1,0,0,1,0,0,1
466,Cole jumped into a puddle of mud by the entrance.,1,1,1,1,1,1,1,0
467,Alex became angry and scolded Cole.,1,1,1,1,0,1,1,0
468,"Alex called his wife to pick up Cole, who now had soiled shoes.",1,1,1,1,0,1,1,1
469,"After Cole was picked up, Alex decided to watch a movie by himself.",1,0,1,0,1,1,1,0
470,The boy had a favorite stuffed animal.,0,1,0,0,1,0,1,1
471,It was a dragon.,0,1,0,0,1,0,0,1
472,He named it Pete.,0,1,0,0,1,0,0,1
473,He would sleep with it every night.,0,0,0,0,1,0,0,1
474,Pete was a special item for the boy and he couldn't sleep without it.,0,1,0,0,1,0,1,1
475,Nick drove to a venue to see his favorite band live.,0,1,0,0,1,0,0,1
476,He climbed to the front of the audience when the show started.,0,1,0,0,1,1,1,1
477,"He enjoyed the concert and when it was over, he stuck around.",0,1,0,0,1,0,1,1
478,"When the audience cleared up, Nick walked up to the band.",0,1,0,0,1,0,1,1
479,They were very rude to him and Nick decided to stop listening to them.,1,1,1,1,0,1,1,0
480,Mark had a new girlfriend who was a skilled tennis player.,1,1,0,1,1,0,1,1
481,"He said he was really good at it to impress her, but he really wasn't.",0,1,0,1,0,0,0,1
482,She then challenged him to a game to test his skills.,0,1,1,1,1,1,1,1
483,"He tried his hardest at it, but he lost to her very badly.",1,1,1,1,1,1,1,0
484,"She said she still liked him even if he was bad at it, though.",0,1,1,1,1,1,1,1
485,Thomas is fairly introverted so Maria invited him to a party.,0,1,0,1,1,0,1,1
486,"We all thought that it was a bad idea, but she insisted.",0,1,0,0,1,0,1,1
487,"When Thomas arrived, awkward glances were thrown in all directions.",0,1,0,1,0,1,0,0
488,He was wearing a bright green suit and stood out like a swollen thumb.,0,1,1,1,1,1,1,1
489,"By the end of the evening, he turned out to be a pretty cool guy.",0,1,0,1,1,0,1,1
490,Margaret entered a pie competition.,0,0,0,0,0,0,0,0
491,She had the best recipe for a apple pie.,0,1,0,1,1,0,0,1
492,Tonya had a very good recipe too.,1,1,1,1,1,1,1,1
493,Margaret didn't know if she was going to win.,1,1,1,1,1,1,1,1
494,Her pie came in first place.,1,1,1,1,1,1,1,1
495,I chewed my pen at my desk.,1,1,1,1,0,1,1,0
496,I accidentally got ink on my lips.,1,1,0,0,0,1,1,0
497,My friend told me my face was dirty.,1,0,1,0,0,1,1,0
498,I went to the bathroom to wash the ink off.,1,1,1,1,0,1,1,0
499,It was an embarrassing experience.,0,1,1,1,0,1,1,0
500,Ara was given a solo in the school concert.,0,1,0,1,1,0,1,1
501,She was so nervous!,0,1,0,1,1,0,0,1
502,She practiced all week.,0,1,0,1,1,0,0,1
503,"But at the show, her nerves left her.",0,0,0,0,1,0,1,1
504,"Ara gave a beautiful, confident performance!",0,0,0,0,1,0,1,1
505,I took my book bag from the desk and headed to school.,0,0,0,0,0,0,0,0
506,I walked inside my classes and sat down.,0,0,0,0,0,0,0,0
507,"When the teacher asked for the homework, I searched by book bag.",1,1,1,1,0,1,1,0
508,I couldn't find it although I placed it there last night.,0,0,0,0,0,0,0,0
509,"Later that day, my mom told me that she moved it.",1,1,0,0,1,0,1,0
510,Rita was excited to have the first color TV on the block.,0,1,0,0,1,0,0,1
511,She enjoyed the envious tone of neighbors who came by to see it.,1,1,1,1,1,1,1,0
512,"Soon, Rita's house became the magnet for watching TV.",1,1,1,1,1,1,1,1
513,Rita got tired of serving snacks and cleaning up afterward.,1,1,1,0,1,1,1,1
514,"When the neighbors stopped in, they found the color TV gone.",1,1,1,1,0,1,1,0
515,Alex struggled in high school.,1,1,1,1,1,1,1,0
516,She was frustrated and wanted to quit.,1,1,0,1,0,1,0,0
517,Her family encouraged her to finish and get a diploma.,1,1,0,1,1,1,1,1
518,With the support of her family she did as they suggested.,1,1,0,1,1,1,1,1
519,She finally graduated.,0,1,0,0,1,0,1,1
520,Jose loves dogs very much.,0,1,0,0,1,0,1,1
521,He attended a shelter one day that had tons of dogs that needed homes,0,1,0,1,1,1,0,1
522,Jose asked what happens to the dogs the don't get a home.,1,1,1,1,0,1,1,1
523,He was told eventually they get put down.,1,0,1,1,0,1,1,0
524,Jose adopted five dogs that day to save them.,1,1,1,1,1,1,1,1
525,Linet was a tough girl.,1,1,0,1,0,0,1,1
526,She was not afraid of anyone or anything.,0,1,0,0,1,0,0,1
527,One day a boy decided to pick on Linet.,1,1,1,0,1,0,1,1
528,He thought she wasn't going to be able to defend herself.,1,1,0,1,1,0,0,1
529,Linet left the boy with a black eye and bruised leg.,1,1,1,1,1,1,1,1
530,I stole a chocolate bar from the store.,0,1,1,1,0,0,0,0
531,"When I tried to leave, a man told me to pay for it.",1,1,1,1,0,1,1,0
532,I said I didn't have any money but I was hungry.,1,1,1,1,0,1,1,0
533,The man bought me the chocolate bar.,0,1,1,0,1,1,1,1
534,I ate the chocolate and thanked him for his kindness.,0,1,0,0,1,1,1,1
535,Reade married his high school sweetheart.,0,1,0,0,1,0,1,1
536,When their son graduated high school they struggled.,1,1,0,1,1,1,1,1
537,They were redefining their relationship.,1,1,1,1,1,1,1,1
538,Reade filed for divorce.,1,1,1,1,0,1,1,0
539,He moved out and wanted a new life.,1,1,1,1,1,1,1,1
540,The server gave me my food.,0,1,0,0,1,0,1,0
541,I immediately took a bite out of it.,0,1,0,0,1,0,0,0
542,"A few seconds later, I threw up on the table.",1,1,1,1,1,1,1,1
543,"When I looked into the food, I found out that it was raw.",1,1,1,1,0,0,1,0
544,The manager gave me a refund.,1,1,1,1,1,1,1,1
545,Sam lost his wallet.,1,1,1,1,0,1,1,0
546,He looked for it everywhere.,0,0,0,1,0,0,1,0
547,He decided to get all his cards replaced.,1,1,1,1,0,1,1,1
548,Right after going through that process he found his wallet.,1,1,1,1,1,1,1,1
549,He had to now throw his old cards away.,1,1,0,0,0,0,1,0
550,Eli was bored so he went to read the forum.,0,1,0,0,1,0,1,1
551,The conversation was on trivial fluff that served no purpose.,1,1,1,0,1,1,1,1
552,Eli suddenly realized why the people were there.,1,0,1,0,0,0,1,0
553,They'd been kicked out of everywhere else.,0,1,1,0,1,1,1,1
554,Eli went and found something more productive to do than reading it.,1,1,1,1,0,1,1,0
555,Tim went surfing.,0,1,0,1,1,0,0,1
556,He felt something brush his leg.,1,1,1,1,1,1,1,1
557,He thought it was a shark.,1,1,1,1,1,1,1,1
558,He swam to shore.,1,1,1,1,0,1,1,0
559,He told his friends the story.,0,1,0,1,1,0,1,1
560,It was 10 PM on a summer night.,0,0,0,0,0,0,0,0
561,Gina lay in bed at her grandma's house trying to go to sleep.,1,1,1,0,0,0,0,0
562,Gina usually stayed awake till 1 AM in the summer.,0,1,0,0,1,0,0,1
563,But her grandmother insisted she go to sleep when she did.,1,1,1,0,0,0,1,1
564,"Unable to sleep, Gina lay in bed with nothing to do.",0,1,0,0,0,1,1,0
565,It was exam week in school and Wendy was stressed.,1,1,1,1,0,1,1,0
566,She wanted to jump off of something.,1,1,1,1,0,1,0,0
567,She drove to the nearest skydiving center and took classes.,0,1,0,0,1,0,1,1
568,She jumped out of a plane twice that day.,0,1,0,1,1,1,1,1
569,She continued going back for years after.,0,1,0,1,1,0,1,1
570,The man took a shower.,0,0,0,0,0,0,0,0
571,He needed a towel.,0,0,0,0,0,0,0,0
572,He looked in the cupboard.,0,0,0,0,0,0,0,0
573,It was empty.,0,0,0,0,0,0,0,0
574,He dried off with a clean shirt from his dresser.,0,0,0,0,0,0,0,0
575,I used to make necklaces in my spare time.,0,0,0,0,0,0,0,0
576,I primarily tried to sell them in an online store.,1,1,0,1,1,1,1,1
577,I also sold them at different conventions.,0,1,0,0,1,0,0,1
578,I made an amount of money that rounded to zero dollars.,0,1,1,0,1,1,1,0
579,These days I consider necklace-making just a hobby.,0,1,0,0,1,1,0,1
580,Bill liked to ride his bike outside in the sun.,0,1,0,0,1,0,0,1
581,"One day, Bill noticed an odd spot on his face.",1,1,1,1,0,1,1,0
582,Bill decided that he'd better see a doctor about the odd spot.,0,1,0,1,1,1,1,1
583,"The doctor examined the spot, then removed it.",0,1,0,1,1,0,1,1
584,"Bill learned later that it was not cancer, but he uses sunscreen now.",0,0,0,0,1,0,0,0
585,Our granddaughter just saw Santa Claus.,0,1,0,0,1,0,1,1
586,She is 18 months old.,0,1,0,0,1,0,1,1
587,She sat on his lap.,1,1,1,1,1,1,1,1
588,She did not cry but she was very skeptical about him.,0,1,0,1,1,0,1,0
589,The photo of her face looking at Santa is priceless.,0,1,0,1,1,0,1,1
590,Tom's girlfriend was into pop music.,0,0,0,0,1,0,1,1
591,He was into metal.,0,0,0,1,1,1,1,1
592,He convinced her to go to a show with him.,0,1,0,1,1,0,1,1
593,She was a bit scared at first.,0,1,0,1,0,0,1,1
594,Eventually she had fun.,0,1,0,0,1,0,1,1
595,Emilio always wanted to be part of a gang.,1,1,0,0,1,0,1,1
596,"When he got chosen to undergo the initiation, he was elated.",0,1,0,0,1,0,1,1
597,He prepared himself for anything.,0,1,0,1,1,1,1,1
598,"But when the task was explained to him, he backtracked.",0,1,1,1,0,0,0,0
599,The price was too high and he quit.,0,0,1,0,0,1,1,0
600,Stacey was waiting for her test results.,0,1,0,1,0,1,0,0
601,She was very anxious.,0,1,0,1,0,1,1,1
602,"When she got her results, she looked.",0,1,0,1,0,0,1,0
603,She failed the test.,1,0,1,1,0,1,1,0
604,She knew she would have to explain that to her parents.,1,1,1,1,0,1,0,0
605,Taylor wanted to be a hockey player.,0,1,0,0,1,0,0,1
606,"Even though he tried really hard, she was not very good at the sport.",1,1,0,0,0,1,0,0
607,"One day, he decided to ask a friend to teach him.",0,1,0,0,1,0,0,1
608,He practiced hard for many weeks.,0,1,0,0,1,0,1,1
609,Now Taylor is the best hockey player on the team.,0,1,0,0,1,0,0,1
610,Tom wanted to play a prank on his co-worker.,0,1,0,0,1,0,0,0
611,He unplugged his coworker's mouse and plugged his own in.,0,1,0,1,1,0,1,1
612,His co-worker didn't know what was going on for a second.,0,1,0,0,1,0,1,0
613,He figured it out and Tom laughed.,1,1,1,0,1,0,1,1
614,It was a harmless prank that his coworker also enjoyed.,0,1,0,0,1,0,1,1
615,Bob decided to go to his friend's Halloween party as baby.,0,1,0,0,1,0,1,1
616,He didn't feel like doing too much work on a costume.,0,1,0,0,1,0,1,1
617,"So he took a white sheet, fashioning a diaper.",0,1,0,0,1,0,1,1
618,Six of his friends had the same idea.,1,1,1,0,1,1,1,1
619,"They were all babies, too, just wearing a sheet as a diaper.",0,1,0,0,1,1,1,1
620,The ride home from school was relaxing.,0,0,0,0,0,0,0,0
621,"As I looked out the window, I began daydreaming.",0,0,0,0,0,0,0,0
622,I also looked at the buildings outside of the car.,0,0,0,0,1,0,1,1
623,"When the car pulled up in the parking lot, I lost my attention.",0,0,0,0,0,0,0,0
624,My day dream went away.,0,0,0,0,0,0,0,0
625,Kay was at work when a headache started.,0,1,1,1,0,1,0,0
626,She didn't take any painkillers normally and decided not to this time.,0,1,0,0,0,1,1,1
627,As she sat at her desk the pain grew more and more intense.,1,1,0,1,0,1,1,0
628,Soon the pain was accompanied by nausea.,1,1,1,1,0,1,1,0
629,Kay struggled through they day and went home and straight to sleep.,0,1,0,0,0,1,0,0
630,The man typed fast.,0,0,0,0,0,0,0,0
631,He was given a job typing.,0,1,0,0,1,0,1,1
632,He worked a lot to make money.,1,1,1,1,1,1,1,1
633,His back muscles became sore.,0,0,0,0,0,1,1,0
634,The doctor told him it was the typing.,0,1,0,1,0,1,1,1
635,Gordo hates the idea of having to give a presentation.,0,1,0,1,0,1,0,0
636,Gordo begins drinking due to stress.,0,1,0,1,1,1,1,1
637,Gordo loses self confidence.,1,1,1,1,1,1,1,1
638,Gordo calls in sick to avoid giving a presentation.,1,1,1,1,1,1,1,1
639,Gordo loses his job.,1,1,1,1,0,1,1,0
640,Ron was busy building a wooden shelf in his workshop.,0,1,0,0,1,0,0,0
641,He measured out the wood with a ruler and pencil.,0,1,0,1,1,0,1,1
642,With a saw he then cut up the pieces.,0,1,0,1,1,0,1,1
643,Ron used mostly screws but some glue to assemble it.,0,1,0,0,1,0,0,0
644,He set the finished shelf aside to let the glue dry.,0,1,0,0,1,0,1,1
645,I was on vacation in Florida.,0,1,0,0,1,0,1,1
646,I decided to go to an orange farm.,1,1,1,1,1,1,1,1
647,The farmer there gave me a nice tour.,1,1,1,1,1,1,1,1
648,At the end of the tour he gave me an orange.,0,1,0,0,1,0,1,1
649,I ate it but realized afterwards that it was moldy so I fell sick.,1,1,1,1,0,1,1,0
650,Camden doesn't have good luck.,0,0,0,1,0,1,1,0
651,Today it started to rain while he walked to school.,0,1,1,1,0,1,1,0
652,He slipped on the sidewalk.,0,1,0,1,0,1,1,0
653,All of his papers fell out of his hands and into a puddle.,1,1,1,1,0,1,1,0
654,This is almost a normal day for Camden.,1,1,1,1,0,1,0,0
655,Gina and her friend Tami had been walking around the playground.,0,0,0,0,0,0,0,0
656,Now recess was coming to an end.,1,1,1,1,1,1,1,1
657,As they approached the door Gina saw Rita and Mary waiting for Tami.,0,1,0,1,1,1,1,1
658,Tami ran and caught up with them.,0,0,0,0,0,0,0,0
659,Gina watched alone as the girls giggled and gossiped.,1,1,1,1,1,1,1,1
660,Wayne's lawn had become overgrown.,1,1,1,1,0,1,0,0
661,He took out his push mower and started to mow the grass.,0,1,1,0,1,1,1,1
662,"The push mower was inefficient, so it took a long time to finish.",0,1,1,0,1,1,1,0
663,Wayne decided to invest in a new gas-powered mower.,0,1,0,0,1,0,0,1
664,He went to the hardware store and bought a new lawn mower.,0,1,0,0,1,0,0,0
665,My school was hosting a small tournament one day!,1,1,1,1,1,1,1,1
666,They were inviting a small amount of people to compete.,0,1,0,0,1,0,1,1
667,On the day of the tournament the shout-casters were sick!,1,1,1,1,0,1,1,0
668,The organizer was scrambling to find people so I offered to do it.,1,1,0,1,1,1,1,1
669,He was very happy and I went on to cast the tournament!,0,1,0,1,1,0,1,1
670,Jen loved swimming in the ocean.,0,1,0,0,1,0,0,1
671,One day she spotted a shark swimming towards her.,1,1,1,1,1,1,1,0
672,Jen screamed at the top of her lungs.,1,1,1,1,0,0,1,0
673,The entire beach was alerted of the shark.,1,1,0,1,1,1,1,1
674,Luckily the shark swam away.,1,1,1,1,1,1,1,0
